Sentence #,Word,POS,Tag
Sentence: 6,now,ADV,O
Sentence: 7,i,PRON,O
Sentence: 7,did,AUX,O
Sentence: 7,10,NUM,O
Sentence: 7,push,NOUN,BE
Sentence: 7,ups,NOUN,IE
Sentence: 7,and,CCONJ,O
Sentence: 7,felt,VERB,O
Sentence: 7,good,ADJ,BF
Sentence: 8,i,PRON,O
Sentence: 8,walked,VERB,BE
Sentence: 8,for,ADP,O
Sentence: 8,1,NUM,O
Sentence: 8,mile,NOUN,O
Sentence: 8,and,CCONJ,O
Sentence: 8,it,PRON,O
Sentence: 8,felt,VERB,O
Sentence: 8,good,ADJ,BF
Sentence: 9,ran,VERB,BE
Sentence: 9,a,DET,O
Sentence: 9,mile,NOUN,O
Sentence: 9,and,CCONJ,O
Sentence: 9,tired,ADJ,BF
Sentence: 10,biked,VERB,BE
Sentence: 10,a,DET,O
Sentence: 10,two,NUM,O
Sentence: 10,miles,NOUN,O
Sentence: 10,and,CCONJ,O
Sentence: 10,okay,INTJ,BF
Sentence: 11,I,PRON,O
Sentence: 11,ran,VERB,BE
Sentence: 11,one,NUM,O
Sentence: 11,mile,NOUN,O
Sentence: 11,and,CCONJ,O
Sentence: 11,felt,VERB,O
Sentence: 11,dead,ADJ,BF
Sentence: 11,tired,ADJ,IF
Sentence: 11,afterwords,NOUN,O
Sentence: 11,.,PUNCT,O
Sentence: 12,I,PRON,O
Sentence: 12,took,VERB,O
Sentence: 12,a,DET,O
Sentence: 12,light,ADJ,O
Sentence: 12,walk,NOUN,BE
Sentence: 12,for,ADP,O
Sentence: 12,half,DET,O
Sentence: 12,an,DET,O
Sentence: 12,hour,NOUN,O
Sentence: 12,and,CCONJ,O
Sentence: 12,felt,VERB,O
Sentence: 12,relaxed,ADJ,BF
Sentence: 12,after,ADP,O
Sentence: 12,it,PRON,O
Sentence: 12,.,PUNCT,O
Sentence: 13,I,PRON,O
Sentence: 13,used,VERB,O
Sentence: 13,an,DET,O
Sentence: 13,elliptical,ADJ,BE
Sentence: 13,machine,NOUN,IE
Sentence: 13,for,ADP,O
Sentence: 13,about,ADV,O
Sentence: 13,two,NUM,O
Sentence: 13,minutes,NOUN,O
Sentence: 13,on,ADP,O
Sentence: 13,its,DET,O
Sentence: 13,maximum,ADJ,O
Sentence: 13,resistance,NOUN,O
Sentence: 13,setting,NOUN,O
Sentence: 13,and,CCONJ,O
Sentence: 13,felt,VERB,O
Sentence: 13,exhausted,ADJ,BF
Sentence: 13,afterwards,ADV,O
Sentence: 13,.,PUNCT,O
Sentence: 14,I,PRON,O
Sentence: 14,did,AUX,O
Sentence: 14,about,ADV,O
Sentence: 14,thirty,NUM,O
Sentence: 14,push,NOUN,BE
Sentence: 14,-,PUNCT,IE
Sentence: 14,ups,NOUN,IE
Sentence: 14,and,CCONJ,O
Sentence: 14,felt,VERB,O
Sentence: 14,tired,ADJ,BF
Sentence: 14,afterwards,ADV,O
Sentence: 14,.,PUNCT,O
Sentence: 15,I,PRON,O
Sentence: 15,spent,VERB,O
Sentence: 15,the,DET,O
Sentence: 15,day,NOUN,O
Sentence: 15,working,VERB,O
Sentence: 15,out,ADP,O
Sentence: 15,on,ADP,O
Sentence: 15,the,DET,O
Sentence: 15,exercise,NOUN,BE
Sentence: 15,bike,NOUN,IE
Sentence: 15,for,ADP,O
Sentence: 15,the,DET,O
Sentence: 15,first,ADJ,O
Sentence: 15,time,NOUN,O
Sentence: 15,in,ADP,O
Sentence: 15,about,ADV,O
Sentence: 15,a,DET,O
Sentence: 15,year,NOUN,O
Sentence: 15,",",PUNCT,O
Sentence: 15,and,CCONJ,O
Sentence: 15,I,PRON,O
Sentence: 15,woke,VERB,O
Sentence: 15,up,ADP,O
Sentence: 15,the,DET,O
Sentence: 15,net,ADJ,O
Sentence: 15,morning,NOUN,O
Sentence: 15,so,ADV,BF
Sentence: 15,sore,ADJ,IF
Sentence: 15,on,ADP,O
Sentence: 15,my,DET,O
Sentence: 15,legs,NOUN,O
Sentence: 15,and,CCONJ,O
Sentence: 15,arms,NOUN,O
Sentence: 15,.,PUNCT,O
Sentence: 16,I,PRON,O
Sentence: 16,ran,VERB,BE
Sentence: 16,uphill,ADV,IE
Sentence: 16,with,ADP,O
Sentence: 16,a,DET,O
Sentence: 16,friend,NOUN,O
Sentence: 16,and,CCONJ,O
Sentence: 16,the,DET,O
Sentence: 16,next,ADJ,O
Sentence: 16,day,NOUN,O
Sentence: 16,",",PUNCT,O
Sentence: 16,my,DET,O
Sentence: 16,heels,NOUN,O
Sentence: 16,and,CCONJ,O
Sentence: 16,calfs,PROPN,O
Sentence: 16,were,AUX,O
Sentence: 16,killing,VERB,O
Sentence: 16,me,PRON,O
Sentence: 16,from,ADP,O
Sentence: 16,soreness,NOUN,BF
Sentence: 17,I,PRON,O
Sentence: 17,lifted,VERB,O
Sentence: 17,weights,NOUN,BE
Sentence: 17,and,CCONJ,O
Sentence: 17,felt,VERB,O
Sentence: 17,strong,ADJ,BF
Sentence: 17,!,PUNCT,O
Sentence: 18,I,PRON,O
Sentence: 18,did,AUX,O
Sentence: 18,25,NUM,O
Sentence: 18,bicycle,NOUN,BE
Sentence: 18,crunches,NOUN,IE
Sentence: 18,and,CCONJ,O
Sentence: 18,felt,VERB,O
Sentence: 18,pained,ADJ,BF
Sentence: 18,.,PUNCT,O
Sentence: 19,I,PRON,O
Sentence: 19,ran,VERB,BE
Sentence: 19,for,ADP,O
Sentence: 19,1,NUM,O
Sentence: 19,mile,NOUN,O
Sentence: 19,and,CCONJ,O
Sentence: 19,felt,VERB,O
Sentence: 19,energized,ADJ,BF
Sentence: 19,afterwards,ADV,O
Sentence: 20,I,PRON,O
Sentence: 20,did,AUX,O
Sentence: 20,a,DET,O
Sentence: 20,max,PROPN,O
Sentence: 20,deadlift,NOUN,BE
Sentence: 20,session,NOUN,O
Sentence: 20,and,CCONJ,O
Sentence: 20,felt,VERB,O
Sentence: 20,completely,ADV,O
Sentence: 20,exhausted,VERB,BF
Sentence: 21,I,PRON,O
Sentence: 21,did,AUX,O
Sentence: 21,a,DET,O
Sentence: 21,30,NUM,O
Sentence: 21,minute,NOUN,O
Sentence: 21,HIT,NOUN,BE
Sentence: 21,workout,NOUN,IE
Sentence: 21,from,ADP,O
Sentence: 21,youtube,NOUN,O
Sentence: 21,.,PUNCT,O
Sentence: 21,Afterwards,ADV,O
Sentence: 21,I,PRON,O
Sentence: 21,felt,VERB,O
Sentence: 21,energized,ADJ,BF
Sentence: 22,I,PRON,O
Sentence: 22,did,AUX,O
Sentence: 22,10,NUM,O
Sentence: 22,chest,NOUN,BE
Sentence: 22,press,NOUN,IE
Sentence: 22,.,PUNCT,O
Sentence: 22, ,SPACE,O
Sentence: 22,Afterwards,ADV,O
Sentence: 22,I,PRON,O
Sentence: 22,felt,VERB,O
Sentence: 22,weak,ADJ,BF
Sentence: 22,and,CCONJ,O
Sentence: 22,shaky,ADJ,BF
Sentence: 23,In,ADP,O
Sentence: 23,spite,NOUN,O
Sentence: 23,of,ADP,O
Sentence: 23,doing,VERB,O
Sentence: 23,breathing,NOUN,BE
Sentence: 23,exercise,NOUN,IE
Sentence: 23,there,PRON,O
Sentence: 23,was,AUX,O
Sentence: 23,difficulty,NOUN,BF
Sentence: 23,in,ADP,IF
Sentence: 23,breathing,NOUN,BE
Sentence: 24,After,ADP,O
Sentence: 24,doing,VERB,O
Sentence: 24,aerobics,NOUN,BE
Sentence: 24,for,ADP,O
Sentence: 24,30,NUM,O
Sentence: 24,minutes,NOUN,O
Sentence: 24,I,PRON,O
Sentence: 24,was,AUX,O
Sentence: 24,feeling,VERB,O
Sentence: 24,fatigue,NOUN,BF
Sentence: 25,I,PRON,O
Sentence: 25,did,AUX,O
Sentence: 25,200,NUM,O
Sentence: 25,situps,NOUN,BE
Sentence: 25,and,CCONJ,O
Sentence: 25,my,DET,O
Sentence: 25,back,NOUN,O
Sentence: 25,became,VERB,O
Sentence: 25,sore,ADJ,O
Sentence: 25,",",PUNCT,O
Sentence: 25,so,CCONJ,O
Sentence: 25,I,PRON,O
Sentence: 25,felt,VERB,O
Sentence: 25,bad,ADJ,BF
Sentence: 26,I,PRON,O
Sentence: 26,ran,VERB,BE
Sentence: 26,3,NUM,O
Sentence: 26,miles,NOUN,O
Sentence: 26,and,CCONJ,O
Sentence: 26,my,DET,O
Sentence: 26,legs,NOUN,O
Sentence: 26,were,AUX,O
Sentence: 26,fine,ADJ,O
Sentence: 26,",",PUNCT,O
Sentence: 26,but,CCONJ,O
Sentence: 26,my,DET,O
Sentence: 26,lungs,NOUN,O
Sentence: 26,hurt,VERB,BF
Sentence: 27,I,PRON,O
Sentence: 27,walked,VERB,BE
Sentence: 27,for,ADP,O
Sentence: 27,10,NUM,O
Sentence: 27,miles,NOUN,O
Sentence: 27,and,CCONJ,O
Sentence: 27,I,PRON,O
Sentence: 27,felt,VERB,O
Sentence: 27,tired,ADJ,BF
Sentence: 28,I,PRON,O
Sentence: 28,played,VERB,O
Sentence: 28,golf,NOUN,BE
Sentence: 28,for,ADP,O
Sentence: 28,4,NUM,O
Sentence: 28,hours,NOUN,O
Sentence: 28,and,CCONJ,O
Sentence: 28,was,AUX,O
Sentence: 28,energized,VERB,BF
Sentence: 29,I,PRON,O
Sentence: 29,jogged,VERB,BE
Sentence: 29,around,ADP,O
Sentence: 29,my,DET,O
Sentence: 29,drive,NOUN,O
Sentence: 29,way,NOUN,O
Sentence: 29,and,CCONJ,O
Sentence: 29,I,PRON,O
Sentence: 29,felt,VERB,O
Sentence: 29,tired,ADJ,BF
Sentence: 29,after,ADP,O
Sentence: 29,.,PUNCT,O
Sentence: 30,I,PRON,O
Sentence: 30,walked,VERB,BE
Sentence: 30,on,ADP,O
Sentence: 30,a,DET,O
Sentence: 30,treadmil,NOUN,O
Sentence: 30,at,ADP,O
Sentence: 30,the,DET,O
Sentence: 30,gym,NOUN,O
Sentence: 30,for,ADP,O
Sentence: 30,an,DET,O
Sentence: 30,hour,NOUN,O
Sentence: 30,and,CCONJ,O
Sentence: 30,I,PRON,O
Sentence: 30,felt,VERB,O
Sentence: 30,accomplished,ADJ,BF
Sentence: 30,after,ADP,O
Sentence: 30,.,PUNCT,O
Sentence: 31,I,PRON,O
Sentence: 31,walked,VERB,BE
Sentence: 31,2,NUM,O
Sentence: 31,miles,NOUN,O
Sentence: 31,and,CCONJ,O
Sentence: 31,felt,VERB,O
Sentence: 31,energized,ADJ,BF
Sentence: 32,I,PRON,O
Sentence: 32,lifted,VERB,BE
Sentence: 32,weights,NOUN,O
Sentence: 32,and,CCONJ,O
Sentence: 32,felt,VERB,O
Sentence: 32,exhausted,ADJ,BF
Sentence: 33,I,PRON,O
Sentence: 33,stretched,VERB,BE
Sentence: 33,for,ADP,O
Sentence: 33,10,NUM,O
Sentence: 33,minutes,NOUN,O
Sentence: 33,and,CCONJ,O
Sentence: 33,I,PRON,O
Sentence: 33,feel,VERB,O
Sentence: 33,like,SCONJ,BF
Sentence: 33,it,PRON,IF
Sentence: 33,helped,VERB,IF
Sentence: 34,I,PRON,O
Sentence: 34,walked,VERB,BE
Sentence: 34,for,ADP,O
Sentence: 34,5,NUM,O
Sentence: 34,miles,NOUN,O
Sentence: 34,and,CCONJ,O
Sentence: 34,I,PRON,O
Sentence: 34,feel,VERB,O
Sentence: 34,great,ADJ,BF
Sentence: 34,.,PUNCT,O
Sentence: 35,Two,NUM,O
Sentence: 35,miles,NOUN,O
Sentence: 35,in,ADP,BF
Sentence: 35,the,DET,O
Sentence: 35,new,ADJ,O
Sentence: 35,wheelchair,NOUN,BE
Sentence: 35,.,PUNCT,O
Sentence: 35, ,SPACE,O
Sentence: 35,I,PRON,O
Sentence: 35,have,AUX,O
Sentence: 35,aches,NOUN,BF
Sentence: 35,in,ADP,BF
Sentence: 35,muscles,NOUN,IF
Sentence: 35,I,PRON,O
Sentence: 35,did,AUX,O
Sentence: 35,n't,PART,O
Sentence: 35,know,VERB,O
Sentence: 35,existed,VERB,O
Sentence: 35,.,PUNCT,O
Sentence: 36,Twenty,NUM,O
Sentence: 36,minutes,NOUN,O
Sentence: 36,of,ADP,O
Sentence: 36,water,NOUN,BE
Sentence: 36,exercise,NOUN,IE
Sentence: 36,.,PUNCT,BF
Sentence: 36,Feeling,VERB,O
Sentence: 36,waterlogged,ADJ,BF
Sentence: 36,and,CCONJ,O
Sentence: 36,very,ADV,BF
Sentence: 36,tired,ADJ,IF
Sentence: 36,.,PUNCT,BF
Sentence: 37,I,PRON,O
Sentence: 37,walked,VERB,BE
Sentence: 37,at,ADP,O
Sentence: 37,a,DET,O
Sentence: 37,very,ADV,O
Sentence: 37,brisk,ADJ,O
Sentence: 37,pace,NOUN,O
Sentence: 37,through,ADP,O
Sentence: 37,the,DET,O
Sentence: 37,mall,NOUN,O
Sentence: 37,-,PUNCT,O
Sentence: 37,from,ADP,O
Sentence: 37,one,NUM,O
Sentence: 37,end,NOUN,O
Sentence: 37,to,ADP,O
Sentence: 37,the,DET,O
Sentence: 37,other,ADJ,O
Sentence: 37,which,DET,O
Sentence: 37,is,AUX,O
Sentence: 37,reportedly,ADV,O
Sentence: 37,a,DET,O
Sentence: 37,mile,NOUN,O
Sentence: 37,-,PUNCT,O
Sentence: 37,twice,NOUN,O
Sentence: 37,.,PUNCT,O
Sentence: 37, ,SPACE,O
Sentence: 37,I,PRON,O
Sentence: 37,felt,VERB,O
Sentence: 37,invigorated,VERB,O
Sentence: 37,and,CCONJ,O
Sentence: 37,really,ADV,O
Sentence: 37,enjoyed,VERB,O
Sentence: 37,it,PRON,O
Sentence: 37,.,PUNCT,O
Sentence: 37, ,SPACE,O
Sentence: 37,By,ADP,O
Sentence: 37,the,DET,O
Sentence: 37,time,NOUN,O
Sentence: 37,I,PRON,O
Sentence: 37,finished,VERB,O
Sentence: 37,",",PUNCT,O
Sentence: 37,I,PRON,O
Sentence: 37,was,AUX,O
Sentence: 37,tired,ADJ,BF
Sentence: 37,and,CCONJ,O
Sentence: 37,ready,ADJ,O
Sentence: 37,to,PART,O
Sentence: 37,go,VERB,O
Sentence: 37,.,PUNCT,O
Sentence: 38,I,PRON,O
Sentence: 38,went,VERB,O
Sentence: 38,to,ADP,O
Sentence: 38,Curves,PROPN,BE
Sentence: 38,circuit,NOUN,IE
Sentence: 38,",",PUNCT,O
Sentence: 38,where,ADV,O
Sentence: 38,I,PRON,O
Sentence: 38,'m,AUX,O
Sentence: 38,a,DET,O
Sentence: 38,member,NOUN,O
Sentence: 38,.,PUNCT,O
Sentence: 38, ,SPACE,O
Sentence: 38,I,PRON,O
Sentence: 38,typically,ADV,O
Sentence: 38,enjoy,VERB,O
Sentence: 38,the,DET,O
Sentence: 38,Curves,PROPN,BE
Sentence: 38,circuit,NOUN,IE
Sentence: 38,",",PUNCT,O
Sentence: 38,but,CCONJ,O
Sentence: 38,I,PRON,O
Sentence: 38,was,AUX,O
Sentence: 38,very,ADV,O
Sentence: 38,annoyed,ADJ,O
Sentence: 38,by,ADP,O
Sentence: 38,an,DET,O
Sentence: 38,employee,NOUN,O
Sentence: 38,.,PUNCT,O
Sentence: 39,I,PRON,O
Sentence: 39,did,AUX,O
Sentence: 39,30,NUM,O
Sentence: 39,minutes,NOUN,O
Sentence: 39,on,ADP,O
Sentence: 39,the,DET,O
Sentence: 39,elliptical,ADJ,BE
Sentence: 39,machine,NOUN,IE
Sentence: 39,and,CCONJ,O
Sentence: 39,I,PRON,O
Sentence: 39,still,ADV,O
Sentence: 39,felt,VERB,O
Sentence: 39,like,SCONJ,O
Sentence: 39,I,PRON,O
Sentence: 39,could,VERB,O
Sentence: 39,continue,VERB,BF
Sentence: 39,.,PUNCT,O
Sentence: 40,I,PRON,O
Sentence: 40,did,AUX,O
Sentence: 40,a,DET,O
Sentence: 40,one,NUM,O
Sentence: 40,hour,NOUN,O
Sentence: 40,pilates,VERB,BE
Sentence: 40,class,NOUN,IE
Sentence: 40,and,CCONJ,O
Sentence: 40,felt,VERB,O
Sentence: 40,energized,ADJ,BF
Sentence: 40,but,CCONJ,O
Sentence: 40,sore,ADJ,BF
Sentence: 40,.,PUNCT,O
Sentence: 41,I,PRON,O
Sentence: 41,did,AUX,O
Sentence: 41,2,NUM,O
Sentence: 41,zumba,PROPN,BE
Sentence: 41,classes,NOUN,IE
Sentence: 41,and,CCONJ,O
Sentence: 41,could,VERB,BF
Sentence: 41,not,PART,IF
Sentence: 41,feel,VERB,IF
Sentence: 41,my,DET,O
Sentence: 41,legs,NOUN,O
Sentence: 41,afterwards,ADV,O
Sentence: 42,I,PRON,O
Sentence: 42,went,VERB,O
Sentence: 42,for,ADP,O
Sentence: 42,a,DET,O
Sentence: 42,hike,NOUN,BE
Sentence: 42,and,CCONJ,O
Sentence: 42,am,AUX,O
Sentence: 42,totally,ADV,O
Sentence: 42,exhausted,VERB,BF
Sentence: 43,I,PRON,O
Sentence: 43,play,VERB,O
Sentence: 43,2,NUM,O
Sentence: 43,hours,NOUN,O
Sentence: 43,of,ADP,O
Sentence: 43,basketball,NOUN,BE
Sentence: 43,and,CCONJ,O
Sentence: 43,i,PRON,O
Sentence: 43,felt,VERB,O
Sentence: 43,tired,ADJ,BF
Sentence: 44,I,PRON,O
Sentence: 44,ply,VERB,O
Sentence: 44,1,NUM,O
Sentence: 44,hour,NOUN,O
Sentence: 44,of,ADP,O
Sentence: 44,indoor,ADJ,BE
Sentence: 44,soccer,NOUN,IE
Sentence: 44,and,CCONJ,O
Sentence: 44,i,PRON,O
Sentence: 44,was,AUX,O
Sentence: 44,exhausted,VERB,BF
Sentence: 45,I,PRON,O
Sentence: 45,jogged,VERB,BE
Sentence: 45,around,ADP,O
Sentence: 45,the,DET,O
Sentence: 45,block,NOUN,O
Sentence: 45,and,CCONJ,O
Sentence: 45,felt,VERB,O
Sentence: 45,energized,ADJ,BF
Sentence: 45,.,PUNCT,O
Sentence: 46,I,PRON,O
Sentence: 46,swam,VERB,BE
Sentence: 46,the,DET,O
Sentence: 46,length,NOUN,O
Sentence: 46,of,ADP,O
Sentence: 46,the,DET,O
Sentence: 46,pool,NOUN,O
Sentence: 46,10,NUM,O
Sentence: 46,times,NOUN,O
Sentence: 46,and,CCONJ,O
Sentence: 46,felt,VERB,O
Sentence: 46,satisfied,ADJ,BF
Sentence: 46,.,PUNCT,O
Sentence: 47,DOING,VERB,O
Sentence: 47,CYCLING,NOUN,BE
Sentence: 47,UP,ADP,O
Sentence: 47,TO,PART,O
Sentence: 47,10,NUM,O
Sentence: 47,KM,NOUN,O
Sentence: 47,AND,CCONJ,O
Sentence: 47,I,PRON,O
Sentence: 47,FEEL,VERB,O
Sentence: 47,HIGH,ADJ,BF
Sentence: 47,RATE,NOUN,IF
Sentence: 47,OF,ADP,IF
Sentence: 47,HEART,NOUN,IF
Sentence: 47,-,PUNCT,IF
Sentence: 47,BEAT,PROPN,IF
Sentence: 47,.,PUNCT,O
Sentence: 48,SECOND,ADJ,O
Sentence: 48,EXERCISE,PROPN,O
Sentence: 48,IS,VERB,O
Sentence: 48,SKIPPING,VERB,BE
Sentence: 48,AND,CCONJ,O
Sentence: 48,I,PRON,O
Sentence: 48,FEEL,VERB,O
Sentence: 48,GOOD,ADJ,O
Sentence: 48,BODY,NOUN,BF
Sentence: 48,MAINTAINING,NOUN,IF
Sentence: 48,AFTER,ADP,O
Sentence: 48,DOING,VERB,O
Sentence: 48,THAT,DET,O
Sentence: 48,.,PUNCT,O
Sentence: 49,I,PRON,O
Sentence: 49,walked,VERB,O
Sentence: 49,for,ADP,O
Sentence: 49,three,NUM,O
Sentence: 49,miles,NOUN,O
Sentence: 49,and,CCONJ,O
Sentence: 49,felt,VERB,O
Sentence: 49,invigorated,VERB,O
Sentence: 49,.,PUNCT,O
Sentence: 50,I,PRON,O
Sentence: 50,ran,VERB,O
Sentence: 50,5,NUM,O
Sentence: 50,times,NOUN,O
Sentence: 50,around,ADP,O
Sentence: 50,the,DET,O
Sentence: 50,track,NOUN,O
Sentence: 50,and,CCONJ,O
Sentence: 50,felt,VERB,O
Sentence: 50,sore,ADJ,O
Sentence: 50,.,PUNCT,O
Sentence: 51,I,PRON,O
Sentence: 51,lifted,VERB,BE
Sentence: 51,weights,NOUN,O
Sentence: 51,for,ADP,O
Sentence: 51,45,NUM,O
Sentence: 51,minutes,NOUN,O
Sentence: 51,and,CCONJ,O
Sentence: 51,I,PRON,O
Sentence: 51,feel,VERB,O
Sentence: 51,sore,ADJ,BF
Sentence: 51,.,PUNCT,O
Sentence: 52,I,PRON,O
Sentence: 52,ran,VERB,BE
Sentence: 52,the,DET,O
Sentence: 52,treadmill,NOUN,O
Sentence: 52,for,ADP,O
Sentence: 52,30,NUM,O
Sentence: 52,minutes,NOUN,O
Sentence: 52,and,CCONJ,O
Sentence: 52,I,PRON,O
Sentence: 52,feel,VERB,O
Sentence: 52,exhausted,ADJ,BF
Sentence: 53,I,PRON,O
Sentence: 53,rode,VERB,O
Sentence: 53,on,ADP,O
Sentence: 53,my,DET,O
Sentence: 53,bike,NOUN,BE
Sentence: 53,for,ADP,O
Sentence: 53,approximately,ADV,O
Sentence: 53,1,NUM,O
Sentence: 53,hour,NOUN,O
Sentence: 53,and,CCONJ,O
Sentence: 53,felt,VERB,O
Sentence: 53,so,ADV,O
Sentence: 53,energetic,ADJ,BF
Sentence: 53,afterwards,ADV,O
Sentence: 53,.,PUNCT,O
Sentence: 54,I,PRON,O
Sentence: 54,lifted,VERB,O
Sentence: 54,weights,NOUN,BE
Sentence: 54,for,ADP,O
Sentence: 54,30,NUM,O
Sentence: 54,minutes,NOUN,O
Sentence: 54,and,CCONJ,O
Sentence: 54,felt,VERB,O
Sentence: 54,VERY,ADV,O
Sentence: 54,lightheaded,ADJ,BF
Sentence: 54,not,PART,O
Sentence: 54,too,ADV,O
Sentence: 54,long,ADV,O
Sentence: 54,afterwards,ADV,O
Sentence: 54,.,PUNCT,O
Sentence: 55,I,PRON,O
Sentence: 55,took,VERB,O
Sentence: 55,my,DET,O
Sentence: 55,dog,NOUN,O
Sentence: 55,for,ADP,O
Sentence: 55,a,DET,O
Sentence: 55,walk,NOUN,BE
Sentence: 55,and,CCONJ,O
Sentence: 55,I,PRON,O
Sentence: 55,felt,VERB,O
Sentence: 55,refreshed,VERB,BF
Sentence: 55,.,PUNCT,O
Sentence: 56,I,PRON,O
Sentence: 56,lifted,VERB,BE
Sentence: 56,some,DET,O
Sentence: 56,weights,NOUN,O
Sentence: 56,focusing,VERB,O
Sentence: 56,on,ADP,O
Sentence: 56,legs,NOUN,O
Sentence: 56,and,CCONJ,O
Sentence: 56,felt,VERB,O
Sentence: 56,amazing,ADJ,O
Sentence: 56,and,CCONJ,O
Sentence: 56,energized,ADJ,BF
Sentence: 56,after,ADP,O
Sentence: 56,.,PUNCT,O
Sentence: 57,I,PRON,O
Sentence: 57,ran,VERB,BE
Sentence: 57,one,NUM,O
Sentence: 57,mile,NOUN,O
Sentence: 57,in,ADP,O
Sentence: 57,10,NUM,O
Sentence: 57,minutes,NOUN,O
Sentence: 57,last,ADJ,O
Sentence: 57,night,NOUN,O
Sentence: 57,and,CCONJ,O
Sentence: 57,was,AUX,O
Sentence: 57,exhausted,VERB,BF
Sentence: 57,.,PUNCT,O
Sentence: 58,I,PRON,O
Sentence: 58,deadlifted,VERB,BE
Sentence: 58,the,DET,O
Sentence: 58,other,ADJ,O
Sentence: 58,day,NOUN,O
Sentence: 58,and,CCONJ,O
Sentence: 58,felt,VERB,O
Sentence: 58,great,ADJ,BF
Sentence: 58,.,PUNCT,O
Sentence: 59,I,PRON,O
Sentence: 59,walked,VERB,BE
Sentence: 59,for,ADP,O
Sentence: 59,five,NUM,O
Sentence: 59,miles,NOUN,O
Sentence: 59,and,CCONJ,O
Sentence: 59,felt,VERB,O
Sentence: 59,tired,ADJ,BF
Sentence: 59,.,PUNCT,O
Sentence: 60,I,PRON,O
Sentence: 60,hiked,VERB,BE
Sentence: 60,up,ADP,O
Sentence: 60,a,DET,O
Sentence: 60,hill,NOUN,O
Sentence: 60,and,CCONJ,O
Sentence: 60,felt,VERB,O
Sentence: 60,very,ADV,BF
Sentence: 60,strong,ADJ,IF
Sentence: 60,!,PUNCT,O
Sentence: 61,I,PRON,O
Sentence: 61,spent,VERB,O
Sentence: 61,90,NUM,O
Sentence: 61,minutes,NOUN,O
Sentence: 61,on,ADP,O
Sentence: 61,the,DET,O
Sentence: 61,elliptical,ADJ,BE
Sentence: 61,and,CCONJ,O
Sentence: 61,felt,VERB,O
Sentence: 61,energetic,ADJ,BF
Sentence: 61,.,PUNCT,O
Sentence: 62,I,PRON,O
Sentence: 62,walked,VERB,BE
Sentence: 62,the,DET,O
Sentence: 62,dog,NOUN,O
Sentence: 62,for,ADP,O
Sentence: 62,a,DET,O
Sentence: 62,mile,NOUN,O
Sentence: 62,and,CCONJ,O
Sentence: 62,felt,VERB,O
Sentence: 62,refreshed,VERB,BF
Sentence: 62,.,PUNCT,O
Sentence: 63,I,PRON,O
Sentence: 63,walked,VERB,BE
Sentence: 63,for,ADP,O
